Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Africa,Ghana,ClickMAX,Wireless,Premier,,1024,Kbps,1.024,512,Kbps,,,USD,300.00,,304.75,,,30,?,,1,304.75,1,304.75,2012Q3,Voice minutes are international VoIP,http://www.clickmax.com.gh/pricing.html
Africa,Ghana,ClickMAX,Wireless,Business,,2048,Kbps,2.048,1024,Kbps,,,USD,300.00,,487.60,,,60,?,,1,487.60,1,487.60,2012Q3,Voice minutes are international VoIP,http://www.clickmax.com.gh/pricing.html
Europe,Greece,Forthnet [Greece],ADSL,Forthnet ADSL,Up to,24,Mbps,24,,,,,EUR,34.90,,17.90,12,,0,Yes,23%,0.81,22.10,0.798103672,22.43,2012Q3,Includes voice line,http://www.forthnetgroup.gr/ServicesDefault.aspx?a_id=4680
Europe,Greece,Forthnet [Greece],Satellite,Forthnet Satellite Broadband,,10,Mbps,10,2,Mbps,,,EUR,99.00,,39.90,12,,,Yes,23%,0.81,49.26,0.798103672,49.99,2012Q3,,http://translate.google.com/translate?hl=en&sl=el&tl=en&u=http%3A%2F%2Fwww.forthnetgroup.gr%2FHome.aspx%3Fa_id%3D256
Europe,Greece,OTE [Greece],ADSL,OTE Double Play 2 Unlimited,,2,Mbps,2,,,,,EUR,0.00,,26.90,,,Unlimited,Yes,23%,0.81,33.21,0.798103672,33.70,2012Q3,Includes voice lien with unlimited calls to all fixed lines in Greece,http://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http%3A%2F%2Foteshop.ote.gr%2Fstorefront%2Fen%2Ffor-the-home%2Fdouble-play%2F-double-play%2F-double-play-unlimited%2Fprodote_double_play_aperiorista.html
Europe,Greece,OTE [Greece],ADSL,Double Play 24 OTE Unlimited,Up to,24,Mbps,24,,,,,EUR,0.00,,31.80,,,Unlimited,Yes,23%,0.81,39.26,0.798103672,39.84,2012Q3,Includes voice lien with unlimited calls to all fixed lines in Greece,http://translate.google.com/translate?hl=en&sl=auto&tl=en&u=http%3A%2F%2Foteshop.ote.gr%2Fstorefront%2Fen%2Ffor-the-home%2Fdouble-play%2F-double-play%2F-double-play-unlimited%2Fprodote_double_play_aperiorista.html
Europe,Greece,Tellas (Wind) [Greece],ADSL,WIND Double Play S,Up to,24,Mbps,24,1,Mbps,,,EUR,36.17,,15.17,12,,0,Yes,23%,0.81,18.73,0.798103672,19.01,2012Q3,,http://translate.google.com/translate?hl=en&sl=el&u=http://www.wind.com.gr/&prev=/search%3Fq%3Dtellas%2Bgreece%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=-B8NUKvHO8jqrAf9sJXICA&ved=0CFYQ7gEwAA
Europe,Greece,Tellas (Wind) [Greece],ADSL,WIND Double Play M,Up to,24,Mbps,24,1,Mbps,,,EUR,36.17,,23.99,12,,Unlimited calls to all fixed lines in Greece,Yes,23%,0.81,29.62,0.798103672,30.06,2012Q3,,http://translate.google.com/translate?hl=en&sl=el&u=http://www.wind.com.gr/&prev=/search%3Fq%3Dtellas%2Bgreece%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=-B8NUKvHO8jqrAf9sJXICA&ved=0CFYQ7gEwAA
Europe,Greece,Tellas (Wind) [Greece],ADSL,WIND Double Play L,Up to,24,Mbps,24,1,Mbps,,,EUR,36.17,0,32.99,12,,Unlimited calls to all fixed lines in Greece + 60 minutes free per month for all Greek mobile + Unlimited international calls to landlines in 48 countries around the world,Yes,23%,0.81,40.73,0.798103672,41.34,2012Q3,,http://translate.google.com/translate?hl=en&sl=el&u=http://www.wind.com.gr/&prev=/search%3Fq%3Dtellas%2Bgreece%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=-B8NUKvHO8jqrAf9sJXICA&ved=0CFYQ7gEwAA
Europe,Greece,Tellas (Wind) [Greece],ADSL,WIND ADSL Internet,Up to,24,Mbps,24,1,Mbps,,,EUR,,0,20.15,12,,,Yes,23%,0.81,24.88,0.798103672,25.25,2012Q3,,http://translate.google.com/translate?hl=en&sl=el&u=http://www.wind.com.gr/&prev=/search%3Fq%3Dtellas%2Bgreece%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=-B8NUKvHO8jqrAf9sJXICA&ved=0CFYQ7gEwAA
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,256,Kbps,0.256,,,,,GTQ,,,160.00,,,,?,,7.8,20.51,4.987123169,32.08,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,512,Kbps,0.512,,,,,GTQ,,,225.00,,,,?,,7.8,28.85,4.987123169,45.12,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,1,Mbps,1,,,,,GTQ,,,315.00,,,,?,,7.8,40.38,4.987123169,63.16,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,2,Mbps,2,,,,,GTQ,,,450.00,,,,?,,7.8,57.69,4.987123169,90.23,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,5,Mbps,5,,,,,GTQ,,,580.00,,,,?,,7.8,74.36,4.987123169,116.30,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,Claro [Guatemala] [Guatemala],ADSL,Residential Internet,,10,Mbps,10,,,,,GTQ,,,805.00,,,,?,,7.8,103.21,4.987123169,161.42,2012Q3,With free installation and free and unlimited calls to Claro landlines and cell phones. Technology is not given.,http://www.claro.com.gt/wps/portal/gt/pc/personas/internet/internet-residencial/internet-residencial/Planes
North America,Guatemala,IBW [Guatemala],,Internet 128 Kbps,,256,Kbps,0.256,,,,,USD,0.00,,19.99,,,,?,,1,19.99,1,19.99,2012Q3,Service includes antivirus and anti-spam email. Installation free-of-charge. Technology is not given.,http://www.ibw.com/gt/articulo.php?whn=19&ws=31
North America,Guatemala,IBW [Guatemala],,Internet 256 Kbps,,512,Kbps,0.512,,,,,USD,0.00,,30.00,,,,?,,1,30.00,1,30.00,2012Q3,Service includes antivirus and anti-spam email. Installation free-of-charge. Technology is not given.,http://www.ibw.com/gt/articulo.php?whn=19&ws=31
North America,Guatemala,IBW [Guatemala],,Internet 512 Kbps,,768,Kbps,0.768,,,,,USD,0.00,,49.00,,,,?,,1,49.00,1,49.00,2012Q3,Service includes antivirus and anti-spam email. Installation free-of-charge. Technology is not given.,http://www.ibw.com/gt/articulo.php?whn=19&ws=31
North America,Guatemala,IBW [Guatemala],,Internet 768 Kbps,,1.5,Mbps,1.5,,,,,USD,0.00,,60.00,,,,?,,1,60.00,1,60.00,2012Q3,Service includes antivirus and anti-spam email. Installation free-of-charge. Technology is not given.,http://www.ibw.com/gt/articulo.php?whn=19&ws=31
North America,Haiti,Access Haiti [Haiti],WiMax,Basic,,512,Kbps,0.512,128,Kbps,3,GB,USD,,,30.00,,,,No,10%,1,30.00,1,30.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Stainless,,512,Kbps,0.512,256,Kbps,6,GB,USD,,,40.00,,,,No,10%,1,40.00,1,40.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Bronze,,768,Kbps,0.768,256,Kbps,9,GB,USD,,,54.55,,,,No,10%,1,54.55,1,54.55,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Silver,,1024,Kbps,1.024,256,Kbps,15,GB,USD,,,86.00,,,,No,10%,1,86.00,1,86.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Gold,,1536,Kbps,1.536,512,Kbps,30,GB,USD,,,129.00,,,,No,10%,1,129.00,1,129.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Platinum,,2560,Kbps,2.56,512,Kbps,30,GB,USD,,,184.00,,,,No,10%,1,184.00,1,184.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,Emerald,,3072,Kbps,3.072,1024,Kbps,30,GB,USD,,,218.00,,,,No,10%,1,218.00,1,218.00,2012Q3,Plan with contract. Contract period is not given.,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,Access Haiti [Haiti],WiMax,30 Jours (30 Days),,512,Kbps,0.512,256,Kbps,6000,MB,USD,,,75.00,,,,No,10%,1,75.00,1,75.00,2012Q3,Plan on request without a contract,http://www.accesshaiti.com/home/plan-residentiel/indoor/
North America,Haiti,H@inet [Haiti],WiMax,Hainet Wirless Bronze,,512,Kbps,0.512,128,Kbps,7500,MB,USD,,150,54.55,12,,,No,10%,1,54.55,1,54.55,2012Q3,Plan without the price of the antenna (HTG495) for outdoor connectivity. Technology is not given.,http://hainet.net/broadbandwireless.html
North America,Haiti,H@inet [Haiti],WiMax,Hainet Wirless Silver,,700,Kbps,0.7,200,Kbps,12750,MB,USD,,150,90.91,12,,,No,10%,1,90.91,1,90.91,2012Q3,Plan without the price of the antenna (HTG495) for outdoor connectivity. Technology is not given.,http://hainet.net/broadbandwireless.html
North America,Haiti,H@inet [Haiti],WiMax,Hainet Wirless Gold,,1000,Kbps,1,256,Kbps,18000,MB,USD,,150,136.37,12,,,No,10%,1,136.37,1,136.37,2012Q3,Plan without the price of the antenna (HTG495) for outdoor connectivity. Technology is not given.,http://hainet.net/broadbandwireless.html
North America,Haiti,H@inet [Haiti],WiMax,Hainet Wirless Platinum,,1200,Kbps,1.2,300,Kbps,30000,MB,USD,,150,185.46,12,,,No,10%,1,185.46,1,185.46,2012Q3,Plan without the price of the antenna (HTG495) for outdoor connectivity. Technology is not given.,http://hainet.net/broadbandwireless.html
North America,Honduras,Claro [Honduras] [Honduras],,Internet 256 Kbps,,256,Kbps,0.256,,,,,USD,,,14.00,,,,?,,1,14.00,1,14.00,2012Q3,,http://www.claro.com.hn/wps/portal/hn/pc/personas/internet/internet-residencial/!ut/p/c5/vZHdjpswEIWfJQ9AbCeA4dJZw_JjE4hxAr6Jsimb8puoIRDy9E3by2rVqlp1zt0cHX1zNECBp7rDUJ4OfXnuDg3IgDL3nCXmyjV0uN6-rqCPdPJCqQdtV3_6-W--5CEmklPM4R_SO5BBfS-q6eI_6semgvdAVOF0ZWTk1GWprKe0vq8jSlCaylHQaC0ePuLPPeI22rqJQ5ypeuuPs1-XwA-GwL_p8c_pAKjyrZ2Px3YO54a-RAguDGOpQ8s2wW6TT3d69UfqiP0lj73oa15lMFDSOfFKpXm9W0trKGrOXr4se4h7fEHc7LuE00Iz2E0ljSBxIW6Ju2uSUz5kDd6OPh9rdcXDObrhjuVR-40F_fge1nvP9R5aqm7CiadiQ0XQ3eFhW4UqtmCIpSwzm8V8EXgam47GWdOa8vQ6zmYgBwp_XBOD9BPf9ZNlLywbSlcKEqUW9OOVg9AiZpLp_5Flfior8s5tAS6tHEJmDNH7D5HZdxRlPag!/dl3/d3/L2dBISEvZ0FBIS9nQSEh/
North America,Honduras,Claro [Honduras] [Honduras],,Internet 512 Kbps,,512,Kbps,0.512,,,,,USD,,,23.00,,,,?,,1,23.00,1,23.00,2012Q3,,http://www.claro.com.hn/wps/portal/hn/pc/personas/internet/internet-residencial/!ut/p/c5/vZHdjpswEIWfJQ9AbCeA4dJZw_JjE4hxAr6Jsimb8puoIRDy9E3by2rVqlp1zt0cHX1zNECBp7rDUJ4OfXnuDg3IgDL3nCXmyjV0uN6-rqCPdPJCqQdtV3_6-W--5CEmklPM4R_SO5BBfS-q6eI_6semgvdAVOF0ZWTk1GWprKe0vq8jSlCaylHQaC0ePuLPPeI22rqJQ5ypeuuPs1-XwA-GwL_p8c_pAKjyrZ2Px3YO54a-RAguDGOpQ8s2wW6TT3d69UfqiP0lj73oa15lMFDSOfFKpXm9W0trKGrOXr4se4h7fEHc7LuE00Iz2E0ljSBxIW6Ju2uSUz5kDd6OPh9rdcXDObrhjuVR-40F_fge1nvP9R5aqm7CiadiQ0XQ3eFhW4UqtmCIpSwzm8V8EXgam47GWdOa8vQ6zmYgBwp_XBOD9BPf9ZNlLywbSlcKEqUW9OOVg9AiZpLp_5Flfior8s5tAS6tHEJmDNH7D5HZdxRlPag!/dl3/d3/L2dBISEvZ0FBIS9nQSEh/
North America,Honduras,Claro [Honduras] [Honduras],,Internet 1 Mega,,1,Mbps,1,,,,,USD,,,31.00,,,,?,,1,31.00,1,31.00,2012Q3,,http://www.claro.com.hn/wps/portal/hn/pc/personas/internet/internet-residencial/!ut/p/c5/vZHdjpswEIWfJQ9AbCeA4dJZw_JjE4hxAr6Jsimb8puoIRDy9E3by2rVqlp1zt0cHX1zNECBp7rDUJ4OfXnuDg3IgDL3nCXmyjV0uN6-rqCPdPJCqQdtV3_6-W--5CEmklPM4R_SO5BBfS-q6eI_6semgvdAVOF0ZWTk1GWprKe0vq8jSlCaylHQaC0ePuLPPeI22rqJQ5ypeuuPs1-XwA-GwL_p8c_pAKjyrZ2Px3YO54a-RAguDGOpQ8s2wW6TT3d69UfqiP0lj73oa15lMFDSOfFKpXm9W0trKGrOXr4se4h7fEHc7LuE00Iz2E0ljSBxIW6Ju2uSUz5kDd6OPh9rdcXDObrhjuVR-40F_fge1nvP9R5aqm7CiadiQ0XQ3eFhW4UqtmCIpSwzm8V8EXgam47GWdOa8vQ6zmYgBwp_XBOD9BPf9ZNlLywbSlcKEqUW9OOVg9AiZpLp_5Flfior8s5tAS6tHEJmDNH7D5HZdxRlPag!/dl3/d3/L2dBISEvZ0FBIS9nQSEh/
North America,Honduras,Claro [Honduras] [Honduras],,Internet 3 Megas,,3,Mbps,3,,,,,USD,,,43.00,,,,?,,1,43.00,1,43.00,2012Q3,,http://www.claro.com.hn/wps/portal/hn/pc/personas/internet/internet-residencial/!ut/p/c5/vZHdjpswEIWfJQ9AbCeA4dJZw_JjE4hxAr6Jsimb8puoIRDy9E3by2rVqlp1zt0cHX1zNECBp7rDUJ4OfXnuDg3IgDL3nCXmyjV0uN6-rqCPdPJCqQdtV3_6-W--5CEmklPM4R_SO5BBfS-q6eI_6semgvdAVOF0ZWTk1GWprKe0vq8jSlCaylHQaC0ePuLPPeI22rqJQ5ypeuuPs1-XwA-GwL_p8c_pAKjyrZ2Px3YO54a-RAguDGOpQ8s2wW6TT3d69UfqiP0lj73oa15lMFDSOfFKpXm9W0trKGrOXr4se4h7fEHc7LuE00Iz2E0ljSBxIW6Ju2uSUz5kDd6OPh9rdcXDObrhjuVR-40F_fge1nvP9R5aqm7CiadiQ0XQ3eFhW4UqtmCIpSwzm8V8EXgam47GWdOa8vQ6zmYgBwp_XBOD9BPf9ZNlLywbSlcKEqUW9OOVg9AiZpLp_5Flfior8s5tAS6tHEJmDNH7D5HZdxRlPag!/dl3/d3/L2dBISEvZ0FBIS9nQSEh/
North America,Honduras,Claro [Honduras] [Honduras],,Internet 5 Megas,,5,Mbps,5,,,,,USD,,,55.00,,,,?,,1,55.00,1,55.00,2012Q3,,http://www.claro.com.hn/wps/portal/hn/pc/personas/internet/internet-residencial/!ut/p/c5/vZHdjpswEIWfJQ9AbCeA4dJZw_JjE4hxAr6Jsimb8puoIRDy9E3by2rVqlp1zt0cHX1zNECBp7rDUJ4OfXnuDg3IgDL3nCXmyjV0uN6-rqCPdPJCqQdtV3_6-W--5CEmklPM4R_SO5BBfS-q6eI_6semgvdAVOF0ZWTk1GWprKe0vq8jSlCaylHQaC0ePuLPPeI22rqJQ5ypeuuPs1-XwA-GwL_p8c_pAKjyrZ2Px3YO54a-RAguDGOpQ8s2wW6TT3d69UfqiP0lj73oa15lMFDSOfFKpXm9W0trKGrOXr4se4h7fEHc7LuE00Iz2E0ljSBxIW6Ju2uSUz5kDd6OPh9rdcXDObrhjuVR-40F_fge1nvP9R5aqm7CiadiQ0XQ3eFhW4UqtmCIpSwzm8V8EXgam47GWdOa8vQ6zmYgBwp_XBOD9BPf9ZNlLywbSlcKEqUW9OOVg9AiZpLp_5Flfior8s5tAS6tHEJmDNH7D5HZdxRlPag!/dl3/d3/L2dBISEvZ0FBIS9nQSEh/
Asia,"Hong Kong, China","Hong Kong Broadband Network Limited [Hong Kong, China]",FTTH,bb1000,,1000,Mbps,1000,1000,Mbps,7.5,GB,HKD,,,268.00,24,,"2 months free, plus music service",Yes,0%,7.76,34.54,5.365320799,49.95,2012Q3,,http://www.hkbn.net/2012/en/broadband.html#table
Asia,"Hong Kong, China","Hong Kong Broadband Network Limited [Hong Kong, China]",FTTH,bb500,,500,Mbps,500,500,Mbps,3.75,GB,HKD,,,218.00,24,,Includes free camera,Yes,0%,7.76,28.09,5.365320799,40.63,2012Q3,,http://www.hkbn.net/2012/en/broadband.html#table
Asia,"Hong Kong, China","Hong Kong Broadband Network Limited [Hong Kong, China]",FTTH,bb100,,100,Mbps,100,100,Mbps,750,MB,HKD,380.00,,168.00,24,,,Yes,0%,7.76,21.65,5.365320799,31.31,2012Q3,,http://www.hkbn.net/2012/en/broadband.html#table
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",FTTH,1000M Fiber-To-The-Home Plan,Up to,1000,Mbps,1000,1000,Mbps,Unlimited,,HKD,,,598.00,,,,Yes,0%,7.76,77.06,5.365320799,111.46,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",FTTH,500M Fiber-To-The-Home Plan,Up to,500,Mbps,500,500,Mbps,Unlimited,,HKD,,,498.00,,,,Yes,0%,7.76,64.18,5.365320799,92.82,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",FTTH,300M Fiber-To-Th -Home Plan,Up to,300,Mbps,300,300,Mbps,Unlimited,,HKD,,,398.00,,,,Yes,0%,7.76,51.29,5.365320799,74.18,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",,100M Basic Plan,Up to,100,Mbps,100,30,Mbps,Unlimited,,HKD,,,398.00,,,,Yes,0%,7.76,51.29,5.365320799,74.18,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",,30M Basic Plan,Up to,30,Mbps,30,10,Mbps,Unlimited,,HKD,,,368.00,,,,Yes,0%,7.76,47.42,5.365320799,68.59,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",,18M Basic Plan,Up to,18,Mbps,18,1,Mbps,Unlimited,,HKD,,,368.00,,,,Yes,0%,7.76,47.42,5.365320799,68.59,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China","PCCW-HKT Telephone Limited [Hong Kong, China]",,8M Basic Plan,Up to,8,Mbps,8,800,Kbps,Unlimited,,HKD,,,328.00,,,,Yes,0%,7.76,42.27,5.365320799,61.13,2012Q3,,http://www.netvigator.com/eng/reg_03.php?planFor=non_user&cid=3
Asia,"Hong Kong, China",Three,FTTH,1G,,1,Gbps,1000,,,,,HKD,,,259.00,30,,,Yes,0%,7.76,33.38,5.365320799,48.27,2012Q3,,http://www.three.com.hk/website/appmanager/three/home?_nfpb=true&pageid=c11001&_pageLabel=P600193131219996753703&lang=eng
Asia,"Hong Kong, China",Three,FTTH,500M,,500,Mbps,500,,,,,HKD,,,199.00,30,,,Yes,0%,7.76,25.64,5.365320799,37.09,2012Q3,,http://www.three.com.hk/website/appmanager/three/home?_nfpb=true&pageid=c11001&_pageLabel=P600193131219996753703&lang=eng
Asia,"Hong Kong, China",Three,FTTH,200M,,200,Mbps,200,,,,,HKD,,,159.00,30,,,Yes,0%,7.76,20.49,5.365320799,29.63,2012Q3,,http://www.three.com.hk/website/appmanager/three/home?_nfpb=true&pageid=c11001&_pageLabel=P600193131219996753703&lang=eng
Europe,Hungary,EnterNet [Hungary],ADSL,Enternet 5Mbps package,Up to,5000,Kbps,5,500,Kbps,Unlimited,,HUF,0.00,6350,"3,810.00",12,,,Yes,27%,242.91,15.68,129.8917007,29.33,2012Q3,Unlimited traffic.,http://translate.google.com/translate?hl=en&sl=hu&tl=en&u=http%3A%2F%2Fwww.enternet.hu%2Fadsl%2Ft-com%2F5mbps.html
Europe,Hungary,T-Com [Hungary],ADSL,Alap Basic,Up to,5,Mbps,5,500,Kbps,,,HUF,0.00,,"5,630.00",24,,,Yes,27%,242.91,23.18,129.8917007,43.34,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Cable,Alap Basic,Up to,5,Mbps,5,500,Kbps,,,HUF,0.00,,"5,630.00",24,,,Yes,27%,242.91,23.18,129.8917007,43.34,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Fibre,Alap Basic,Up to,5,Mbps,5,2.5,Mbps,,,HUF,0.00,,"5,630.00",24,,,Yes,27%,242.91,23.18,129.8917007,43.34,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],ADSL,Csaladi Family,Up to,15,Mbps,15,900,Kbps,,,HUF,0.00,,"6,930.00",24,,,Yes,27%,242.91,28.53,129.8917007,53.35,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Cable,Csaladi Family,Up to,15,Mbps,15,1,Mbps,,,HUF,0.00,,"6,930.00",24,,,Yes,27%,242.91,28.53,129.8917007,53.35,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Fibre,Csaladi Family,Up to,15,Mbps,15,7.5,Mbps,,,HUF,0.00,,"6,930.00",24,,,Yes,27%,242.91,28.53,129.8917007,53.35,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],ADSL,Extra,Up to,25,Mbps,25,5,Mbps,,,HUF,0.00,,"8,630.00",24,,,Yes,27%,242.91,35.53,129.8917007,66.44,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Cable,Extra,Up to,25,Mbps,25,5,Mbps,,,HUF,0.00,,"8,630.00",24,,,Yes,27%,242.91,35.53,129.8917007,66.44,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Fibre,Extra,Up to,25,Mbps,25,12.5,Mbps,,,HUF,0.00,,"8,630.00",24,,,Yes,27%,242.91,35.53,129.8917007,66.44,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Cable,Super,Up to,50,Mbps,50,5,Mbps,,,HUF,0.00,,"10,730.00",24,,,Yes,27%,242.91,44.17,129.8917007,82.61,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Fibre,Super,Up to,50,Mbps,50,25,Mbps,,,HUF,0.00,,"10,730.00",24,,,Yes,27%,242.91,44.17,129.8917007,82.61,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Cable,Maximum,Up to,80,Mbps,80,5,Mbps,,,HUF,0.00,,"11,730.00",24,,,Yes,27%,242.91,48.29,129.8917007,90.31,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,T-Com [Hungary],Fibre,Maximum,Up to,80,Mbps,80,40,Mbps,,,HUF,0.00,,"11,730.00",24,,,Yes,27%,242.91,48.29,129.8917007,90.31,2012Q3,,http://www.t-home.hu/lakossagi/internet/dijcsomagok/alap/dsl
Europe,Hungary,UPC [Hungary],Cable,Fiber power 10,Up to,10,Mbps,10,1,Mbps,5,GB,HUF,0.00,,"2,000.00",12,,,Yes,27%,242.91,8.23,129.8917007,15.40,2012Q3,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=hu&tl=en&u=http://www.upc.hu/kabel-internet/fiber-power-10/&usg=ALkJrhiuMvzfrSF2KUGP8aKz4i4UBkpoOg
Europe,Hungary,UPC [Hungary],Cable,Fiber power 25,Up to,25,Mbps,25,1.5,Mbps,,,HUF,0.00,,"3,250.00",12,,,Yes,27%,242.91,13.38,129.8917007,25.02,2012Q3,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=hu&tl=en&u=http://www.upc.hu/kabel-internet/fiber-power-25/&usg=ALkJrhjAlRqXNGh8-ORuHQcNjE1Wh6oNgw
Europe,Hungary,UPC [Hungary],Cable,Fiber power 50,Up to,50,Mbps,50,5,Mbps,,,HUF,0.00,,"4,580.00",12,,,Yes,27%,242.91,18.85,129.8917007,35.26,2012Q3,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=hu&tl=en&u=http://www.upc.hu/kabel-internet/fiber-power-50/&usg=ALkJrhh3qYqOtP6Lp5uzjPRl0Lewa21VwA
Europe,Hungary,UPC [Hungary],Cable,Fiber power 120,Up to,120,Mbps,120,10,Mbps,,,HUF,0.00,,"6,100.00",12,,,Yes,27%,242.91,25.11,129.8917007,46.96,2012Q3,,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=hu&tl=en&u=http://www.upc.hu/kabel-internet/fiber-power-120/&usg=ALkJrhhAXy4qZSzwvV3QzCkea631_yb5AQ
